TITLE = "Case 2: an solenoidal error in grad P"
VARIABLES="X" "Y" "DuDt" "DvDt" "PReal"
0.0 0.34 0.28425978748181024 2.8425978748181024 -0.143555160622304
0.0 0.34500000000000003 0.29209788421930205 2.92097884219302 -0.15796884463867822
0.0 0.35000000000000003 0.2987832040939254 2.9878320409392534 -0.1727457335678407
0.0 0.355 0.30428936320326716 3.042893632032671 -0.18782750978209561
0.0 0.36 0.3085946312535887 3.085946312535887 -0.2031546524029636
0.0 0.365 0.31168201731936485 3.116820173193648 -0.21866667220288805
0.0 0.37 0.31353933689870195 3.1353933689870193 -0.23430235032857472
0.0 0.375 0.31415925999999905 3.14159259999999 -0.24999997990382766
0.0 0.38 0.3135393400700746 3.1353934007007456 -0.26569760955839083
0.0 0.385 0.3116820236495941 3.1168202364959403 -0.2813332879216957
0.0 0.39 0.3085946407176921 3.0859464071769205 -0.2968453081166084
0.0 0.395 0.30428937576389414 3.0428937576389408 -0.31217245128827587
0.0 0.4 0.29878321970150484 2.987832197015048 -0.3272542282069679
0.0 0.405 0.29209790281223813 2.920979028122381 -0.3420311179914247
0.0 0.41000000000000003 0.2842598089867251 2.8425980898672507 -0.35644480301057513
0.0 0.41500000000000004 0.2752998715993558 2.752998715993558 -0.3704383990365745
0.0 0.42 0.2652534514283862 2.652534514283862 -0.3839566797408578
0.0 0.425 0.25416019710310583 2.5416019710310582 -0.39694629464722
0.0 0.43 0.242063888628818 2.4206388862881796 -0.4093559796817642
0.0 0.435 0.22901226460716453 2.290122646071645 -0.4211367594887755
0.0 0.44 0.21505683383368254 2.150568338336825 -0.4322421407140675
0.0 0.445 0.20025267201612695 2.0025267201612693 -0.44262829549300464
0.0 0.45 0.18465820441582043 1.846582044158204 -0.45225423441905543
0.0 0.455 0.16833497526984828 1.6833497526984826 -0.4610819683102473
0.0 0.46 0.15134740490407816 1.5134740490407814 -0.4690766581351082
0.0 0.465 0.1337625354955748 1.3376253549557477 -0.4762067525064016
0.0 0.47000000000000003 0.11564976648776425 1.1564976648776422 -0.4824441122000339
0.0 0.47500000000000003 0.09708058070254492 0.970805807025449 -0.48776412120771273
0.0 0.48 0.07812826223025819 0.7812826223025818 -0.49214578388508146
0.0 0.485 0.0588676072108723 0.588676072108723 -0.4955718078119338
0.0 0.49 0.03937462864779977 0.39374628647799764 -0.4980286720374929
0.0 0.495 0.01972625641931109 0.19726256419311086 -0.49950668044142565
0.0 0.5 3.367145953171644e-08 3.3671459531716433e-07 -0.49999999999999856
0.0 0.505 -0.019726189209277892 -0.1972618920927789 -0.49950668380635654
0.0 0.51 -0.03937456183589971 -0.3937456183589971 -0.49802867875407486
0.0 0.515 -0.05886754106078144 -0.5886754106078144 -0.4955718178536595
0.0 0.52 -0.0781281970030407 -0.7812819700304069 -0.4921457972123209
0.0 0.525 -0.09708051665562308 -0.9708051665562306 -0.4877641377678692
0.0 0.53 -0.11564970387390172 -1.156497038739017 -0.48244413192775215
0.0 0.535 -0.13376247456187987 -1.3376247456187984 -0.47620677532382527
0.0 0.54 -0.1513473458910283 -1.5134734589102827 -0.46907668395218743
0.0 0.545 -0.16833491841034082 -1.6833491841034078 -0.461081997025094
0.0 0.55 -0.18465814993425428 -1.8465814993425425 -0.45225426591834494
0.0 0.555 -0.2002526201275157 -2.002526201275157 -0.44262832965242377
0.0 0.56 -0.21505678474280687 -2.1505678474280683 -0.43224217739880466
0.0 0.5650000000000001 -0.2290122185077637 -2.290122185077637 -0.42113679855405284
0.0 0.5700000000000001 -0.2420638457028251 -2.4206384570282506 -0.40935602097340895
0.0 0.5750000000000001 -0.25416015751993043 -2.541601575199304 -0.39694633800227275
0.0 0.58 -0.2652534153442446 -2.6525341534424456 -0.3839567249882164
0.0 0.585 -0.27529983915665607 -2.7529983915665603 -0.37043844599766773
0.0 0.59 -0.2842597803135035 -2.842597803135035 -0.35644485150006927
0.0 0.595 -0.2920978780216549 -2.9209787802165486 -0.3420311678179539
0.0 0.6 -0.29878319889139704 -2.9878319889139697 -0.3272542791738896
0.0 0.605 -0.3042893590163897 -3.0428935901638967 -0.3121725031944469
0.0 0.61 -0.3085946280988859 -3.0859462809888583 -0.2968453607571788
0.0 0.615 -0.3116820152092866 -3.116820152092866 -0.28133334108891717
0.0 0.62 -0.313539335841576 -3.1353933584157594 -0.2656976630424367
0.0 0.625 -0.3141592599999972 -3.1415925999999716 -0.2500000334936208
0.0 0.63 -0.313539341127197 -3.1353934112719695 -0.23430240381262077
0.0 0.635 -0.31168202575966875 -3.116820257596687 -0.2186667253701099
0.0 0.64 -0.30859464387239144 -3.085946438723914 -0.20315470504353428
0.0 0.645 -0.3042893799507681 -3.0428937995076804 -0.1878275616882675
0.0 0.65 -0.29878322490402975 -2.987832249040297 -0.17274578453476325
0.0 0.655 -0.2920979090098818 -2.9209790900988177 -0.15796889446520823
0.0 0.66 -0.28425981615502843 -2.8425981615502836 -0.1435552091117992
0.0 0.665 -0.27529987971002867 -2.752998797100286 -0.1295616127036995
0.0 0.67 -0.26525346044941966 -2.652534604494196 -0.11604333157098276
0.0 0.675 -0.2541602069988979 -2.5416020699889788 -0.10305371619154427
0.0 0.68 -0.2420638993603143 -2.4206389936031427 -0.09064403064114798
0.0 0.685 -0.22901227613201297 -2.2901227613201294 -0.07886325027754493
0.0 0.6900000000000001 -0.21505684610639977 -2.1505684610639975 -0.06775786845711798
0.0 0.6950000000000001 -0.20025268498827836 -2.0025268498827833 -0.05737171304685157
0.0 0.7000000000000001 -0.18465821803621071 -1.8465821803621068 -0.04774577345576844
0.0 0.705 -0.1683349894847242 -1.6833498948472418 -0.03891803886846598
0.0 0.71 -0.15134741965733986 -1.5134741965733982 -0.030923348319163324
0.0 0.715 -0.13376255072899787 -1.3376255072899785 -0.023793253197956082
0.0 0.72 -0.11564978214122912 -1.156497821412291 -0.01755589273189731
0.0 0.725 -0.09708059671427528 -0.9708059671427527 -0.012235882932328246
0.0 0.73 -0.07812827853706228 -0.7812827853706227 -0.007854219446730148
0.0 0.735 -0.0588676237483946 -0.5886762374839459 -0.004428194698499421
0.0 0.74 -0.0393746453507745 -0.39374645350774495 -0.00197132964165439
0.0 0.745 -0.01972627322181897 -0.19726273221818966 -0.0004933203998088442
0.0 0.75 -5.050718901854505e-08 -5.050718901854505e-07 -3.219646771412954e-15
0.0 0.755 0.01972617240676917 0.19726172406769166 -0.00049331535241251
0.0 0.76 0.039374545132924425 0.3937454513292442 -0.0019713195667814543
0.0 0.765 0.0588675245232583 0.588675245232583 -0.004428179635910828
0.0 0.77 0.07812818069623603 0.7812818069623603 -0.00785419945587107
0.0 0.775 0.09708050064389212 0.970805006438921 -0.012235858092093432
0.0 0.78 0.11564968822043492 1.156496882204349 -0.017555863140319844
0.0 0.785 0.1337624593284551 1.337624593284551 -0.02379321897182038
0.0 0.79 0.1513473311377647 1.5134733113776466 -0.030923309593544307
0.0 0.795 0.16833490419546296 1.6833490419546293 -0.03891799579619598
0.0 0.8 0.18465813631386155 1.8465813631386152 -0.04774572620683426
0.0 0.805 0.2002526071553612 2.0025260715536115 -0.05737166180772266
0.0 0.81 0.21505677247008637 2.1505677247008634 -0.0677578134300123
0.0 0.8150000000000001 0.2290122069829118 2.2901220698291174 -0.07886319167962905
0.0 0.8200000000000001 0.24206383497132528 2.4206383497132524 -0.09064396870368113
0.0 0.8250000000000001 0.2541601476241349 2.5416014762413486 -0.10305365115896531
0.0 0.8300000000000001 0.2652534063232075 2.6525340632320744 -0.11604326369994516
0.0 0.835 0.27529983104597905 2.75299831045979 -0.12956154226205963
0.0 0.84 0.2842597731451961 2.842597731451961 -0.14355513637755796
0.0 0.845 0.292097871824007 2.9209787182400695 -0.1579688197254145
0.0 0.85 0.298783193688868 2.9878319368886794 -0.17274570808438078
0.0 0.855 0.30428935482951147 3.0428935482951145 -0.18782748382901104
0.0 0.86 0.30859462494418205 3.08594624944182 -0.20315462608267873
0.0 0.865 0.31168201309920757 3.116820130992075 -0.21866664561927768
0.0 0.87 0.31353933478444906 3.13539334784449 -0.23430232358655195
0.0 0.875 0.31415925999999456 3.141592599999945 -0.24999995310893108
0.0 0.88 0.31353934218431845 3.135393421843184 -0.26569758281636785
0.0 0.885 0.3116820278697425 3.1168202786974244 -0.28133326133808423
0.0 0.89 0.3085946470270899 3.0859464702708985 -0.29684528179632247
0.0 0.895 0.30428938413764106 3.04289384137641 -0.31217242533518935
0.0 0.9 0.2987832301065536 2.9878323010655357 -0.3272542027235058
0.0 0.905 0.2920979152075246 2.9209791520752457 -0.34203109307815877
0.0 0.91 0.28425982332333105 2.84259823323331 -0.35644477876582603
0.0 0.915 0.275299887820701 2.752998878207009 -0.37043837555602577
0.0 0.92 0.26525346947045225 2.652534694704522 -0.3839566571171765
0.0 0.925 0.2541602168946891 2.5416021689468904 -0.3969462729696912
0.0 0.93 0.24206391009180994 2.420639100918099 -0.40935595903593935
0.0 0.935 0.2290122876568611 2.290122876568611 -0.4211367399561338
0.0 0.9400000000000001 0.21505685837911678 2.1505685837911677 -0.4322421223716957
0.0 0.9450000000000001 0.20025269796042902 2.0025269796042897 -0.4426282784132918
0.0 0.9500000000000001 0.18465823165660022 1.846582316566002 -0.4522542186694073
0.0 0.9550000000000001 0.16833500369959867 1.6833500369959864 -0.4610819539528206
0.0 0.96 0.1513474344106006 1.513474344106006 -0.4690766452265647
0.0 0.965 0.13376256596242056 1.3376256596242055 -0.47620674109768557
0.0 0.97 0.11564979779469392 1.156497977946939 -0.4824441023361707
0.0 0.975 0.09708061272600457 0.9708061272600456 -0.4877641129276303
0.0 0.98 0.0781282948438656 0.781282948438656 -0.4921457772214576
0.0 0.985 0.05886764028591645 0.5886764028591644 -0.4955718027910667
0.0 0.99 0.039374662053749385 0.3937466205374938 -0.4980286686791976
0.0 0.995 0.019726290024327353 0.19726290024327348 -0.49950667875895594
0.0 1.0 6.734291906343248e-08 6.734291906343248e-07 -0.4999999999999942
0.005 0.0 -0.19726222814294475 -0.019726222814294477 -0.49950668212389254
0.005 0.005 -0.21694952576386975 -0.21694952576386975 -0.4990133642477851
0.005 0.01 -0.23655912661800554 -0.4133166280792662 -0.4975353575196778
0.005 0.015 -0.2560136405721947 -0.6080525585456709 -0.4950784949566906
0.005 0.02 -0.27523628955040064 -0.8003887834381281 -0.4916524726725951
0.005 0.025 -0.2941512105416865 -0.9895662395729379 -0.48727081161168484
0.005 0.03 -0.31268375499685114 -1.1748383299831575 -0.4819508041877869
0.005 0.035 -0.33076078343213855 -1.3554738703956417 -0.4757134460390072
0.005 0.04 -0.34831095407735657 -1.5307599748812244 -0.4685833531675416
0.005 0.045 -0.36526500442924104 -1.700004869289697 -0.46058866479156446
0.005 0.05 -0.3815560245989037 -1.862540621366247 -0.45176093229259384
0.005 0.055 -0.39711972137458695 -2.0177257767748276 -0.4421349946966079
0.005 0.06 -0.4118946719575886 -2.164947890625281 -0.43174884118032963
0.005 0.065 -0.42582256636997917 -2.3036259445134415 -0.42064346114530776
0.005 0.07 -0.4388484375774372 -2.433212639535255 -0.4088626824514801
0.005 0.075 -0.4509208784190146 -2.553196556225442 -0.3964529984486398
0.005 0.08 -0.4619922444877083 -2.6631041728964133 -0.38346338448843037
0.005 0.085 -0.47201884216116125 -2.762501734411975 -0.36994510464101427
0.005 0.09 -0.48096110104042267 -2.85099696402063 -0.35595150937921516
0.005 0.095 -0.4887837301162291 -2.92824061149265 -0.3415378250285823
0.005 0.1 -0.4954558570464907 -2.9939278314511246 -0.32676093581432153
0.005 0.105 -0.5009511499953165 -3.0477993864573554 -0.31167915936525425
0.005 0.11 -0.5052479215527377 -3.089642670102556 -0.2963520165607864
0.005 0.115 -0.5083292143250037 -3.1192925460681895 -0.28083999662919906
0.005 0.12 -0.5101828678576659 -3.1366319998435492 -0.26520431842430636
0.005 0.125 -0.510801566627334 -3.1415926005285613 -0.2495066888226167
0.005 0.13 -0.5101828689127039 -3.1341547708992716 -0.2338090591944902
0.005 0.135 -0.5083292164309163 -3.1143478646702056 -0.21817338091039137
0.005 0.14 -0.5052479247012137 -3.0822500506486685 -0.20266136084714126
0.005 0.145 -0.5009511541739303 -3.037988004238187 -0.18733421785907375
0.005 0.15 -0.4954558622387512 -2.9817364075085795 -0.17225244117519406
0.005 0.155 -0.4887837363016449 -2.913717259805656 -0.15747555167583518
0.005 0.16 -0.4809611081945826 -2.8341990016212537 -0.14306186699094353
0.005 0.165 -0.4720188502558312 -2.743495455181286 -0.12906827134704424
0.005 0.17 -0.4619922534909423 -2.641964585932834 -0.11554999107119446
0.005 0.17500000000000002 -0.45092088829528104 -2.5300070898181146 -0.10256037663790868
0.005 0.18 -0.43884844828775893 -2.4080648119107084 -0.09015069211921636
0.005 0.185 -0.4258225778720874 -2.276619002654974 -0.07836991286879694
0.005 0.19 -0.4118946842060899 -2.136188418590476 -0.06726453223864001
0.005 0.195 -0.3971197343211419 -1.9873272750569817 -0.05687837809103227
0.005 0.2 -0.3815560381924182 -1.8306230589597945 -0.04725243983001384
0.005 0.20500000000000002 -0.36526501861606775 -1.6666942102274134 -0.03842470663493258
0.005 0.21 -0.34831096880150675 -1.4961876811117538 -0.03043001753451363
0.005 0.215 -0.33076079863550256 -1.3197763829632594 -0.023299923913134124
0.005 0.22 -0.3126837706194281 -1.138156530557322 -0.017062564991928042
0.005 0.225 -0.29415122652182135 -0.9520448944527269 -0.011742556776139695
0.005 0.23 -0.27523630582502706 -0.7621759722258089 -0.007360894907000148
0.005 0.23500000000000001 -0.2560136570770843 -0.5692990897441823 -0.0039348718015262685
0.005 0.24 -0.23655914328802097 -0.37417544391997565 -0.0014780084072530952
0.005 0.245 -0.2169495425332221 -0.17757509861347975 -8.412330831930603e-10
0.005 0.25 -0.19726224494545305 0.019726054456996787 0.0004933178761070967
0.005 0.255 -0.1775749472913722 0.2169493578051637 8.412323615480943e-10
0.005 0.26 -0.15796534633789955 0.41331646118200804 -0.0014780050489621444
0.005 0.265 -0.13851083221858446 0.6080523933685292 -0.003934866780663432
0.005 0.27 -0.11928818301011554 0.8003886206329802 -0.007360888243380492
0.005 0.275 -0.1003732617243381 0.9895660797823012 -0.011742548496061461
0.005 0.28 -0.08184071691161564 1.1748381738376528 -0.017062555128068924
0.005 0.28500000000000003 -0.06376368805711519 1.3554737185115038 -0.023299912504422204
0.005 0.29 -0.04621351693268355 1.5307598278578693 -0.030430004625973894
0.005 0.295 -0.029259466043475957 1.7000047277073602 -0.03842469227750925
0.005 0.3 -0.012968445280501062 1.8625404857836896 -0.04725242408036903
0.005 0.305 0.002595252142141874 2.017725647727132 -0.056878361011322626
0.005 0.31 0.017370203423197228 2.1649477686217393 -0.06726451389627133
0.005 0.315 0.03129809858198071 2.303625830035546 -0.07836989333615821
0.005 0.32 0.044323970581225364 2.4332125330347982 -0.09015067147339406
0.005 0.325 0.056396412256857986 2.553196458122731 -0.10256035496038224
0.005 0.33 0.0674677791985841 2.6631040835786157 -0.11554996844751536
0.005 0.335 0.07749437778060098 2.762501654231586 -0.1290682478664976
0.005 0.34 0.0864366376003724 2.8509968932940875 -0.14306184274619654
0.005 0.34500000000000003 0.0942592676449231 2.9282405504990776 -0.15747552676257076
0.005 0.35000000000000003 0.1009313955683398 2.993927780431236 -0.17225241569173325
0.005 0.355 0.10642668953081225 3.0477993456125025 -0.18733419190598816
0.005 0.36 0.11072346211837125 3.0896426395939356 -0.20266133452685614
0.005 0.365 0.11380475593320061 3.1192925260162045 -0.2181733543267806
0.005 0.37 0.1156584105167372 3.1366319903273365 -0.23380903245246726
0.005 0.375 0.1162771103414435 3.141592601585676 -0.2495066620277202
0.005 0.38 0.11565841368185181 3.134154782525543 -0.2652042916822834
0.005 0.385 0.11380476225093861 3.114347886819749 -0.28083997004558825
0.005 0.39 0.11072347156379936 3.0822500832340705 -0.29635199024050096
0.005 0.395 0.10642670206665372 3.037988047130847 -0.31167913341216846
0.005 0.4 0.10093141114512133 2.98173646053922 -0.32676091033086047
0.005 0.405 0.09425928620117024 2.913717322764991 -0.34153780011531726
0.005 0.41000000000000003 0.0864366590628522 2.8341990742608094 -0.35595148513446767
0.005 0.41500000000000004 0.07749440206461089 2.7434955372143883 -0.36994508116046704
0.005 0.42 0.06746780620828619 2.641964677035737 -0.3834633618647504
0.005 0.425 0.05639644188565729 2.530007189631274 -0.3964529767711126
0.005 0.43 0.04432400271219053 2.408064920040209 -0.4088626618056567
0.005 0.435 0.031298133088305535 2.2766191186740774 -0.4206434416126681
0.005 0.44 0.017370240168700868 2.1361885420413063 -0.43174882283796
0.005 0.445 0.002595290981806858 1.9873274054523382 -0.44213497761689713
0.005 0.45 -0.012968404499957231 1.8306231957850645 -0.451760916542948
0.005 0.455 -0.029259423482995373 1.6666943529426115 -0.4605886504341399
0.005 0.46 -0.046213472760233215 1.4961878291536448 -0.4685833402590007
0.005 0.465 -0.06376364244702365 1.3197765357475908 -0.47571343463029414
0.005 0.47000000000000003 -0.08184067004388479 1.1381566874811273 -0.4819507943239265
0.005 0.47500000000000003 -0.10037321378393366 0.952045054896696 -0.4872708033316053
0.005 0.48 -0.11928813418623614 0.7621761355567453 -0.49165246600897405
0.005 0.485 -0.13851078270391565 0.5692992553174937 -0.4950784899358263
0.005 0.49 -0.1579652963278532 0.37417561108221703 -0.4975353541613854
0.005 0.495 -0.17757489698331497 0.17757526670494073 -0.4990133625653182
0.005 0.5 -0.19726219453792815 -0.019725886099699046 -0.4995066821238911
0.005 0.505 -0.216949492225165 -0.21694918984645853 -0.4990133659302491
0.005 0.51 -0.23655909327797428 -0.41331629428474886 -0.49753536087796735
0.005 0.515 -0.2560136075624151 -0.6080522281913848 -0.49507849997755204
0.005 0.52 -0.27523625700114684 -0.8003884578278277 -0.4916524793362134
0.005 0.525 -0.294151178581416 -0.989565919991661 -0.48727081989176174
0.005 0.53 -0.31268372375169634 -1.1748380176921454 -0.48195081405164475
0.005 0.535 -0.33076075302540964 -1.3554735666273616 -0.47571345744771787
0.005 0.54 -0.3483109246290552 -1.5307596808345132 -0.46858336607608
0.005 0.545 -0.36526497605558594 -1.7000045861250208 -0.46058867914898655
0.005 0.55 -0.38155599741187307 -1.8625403502011297 -0.45176094804223743
0.005 0.555 -0.3971196954814754 -2.017725518679433 -0.4421350117763163
0.005 0.56 -0.41189464746058435 -2.1649476466181925 -0.4317488595226972
0.005 0.5650000000000001 -0.42582254336576086 -2.3036257155576463 -0.4206434806779453
0.005 0.5700000000000001 -0.43884841615679177 -2.4332124265343342 -0.40886270309730155
0.005 0.5750000000000001 -0.45092085866647974 -2.553196360020014 -0.39645302012616523
0.005 0.58 -0.4619922264812379 -2.6631039942608083 -0.3834634071121089
0.005 0.585 -0.47201882597181893 -2.76250157405119 -0.3699451281215603
0.005 0.59 -0.4809610867321002 -2.8509968225675344 -0.3559515336239618
0.005 0.595 -0.4887837177453951 -2.9282404895054954 -0.34153784994184644
0.005 0.6 -0.495455846661967 -2.9939277294113373 -0.32676096129778215
0.005 0.605 -0.5009511416380862 -3.0477993047676413 -0.3116791853183394
0.005 0.61 -0.5052479152557829 -3.0896426090853066 -0.2963520428810713
0.005 0.615 -0.5083292101131756 -3.119292505964211 -0.28084002321280976
0.005 0.62 -0.5101828657475866 -3.1366319808111145 -0.26520434516632924
0.005 0.625 -0.5108015666273312 -3.141592602642782 -0.2495067156175134
0.005 0.63 -0.5101828710227777 -3.1341547941518053 -0.2338090859365133
0.005 0.635 -0.508329220642739 -3.114347908969284 -0.21817340749400244
0.005 0.64 -0.5052479309981631 -3.0822501158194635 -0.20266138716742682
0.005 0.645 -0.5009511625311553 -3.0379880900234997 -0.18733424381216005
0.005 0.65 -0.49545587262326973 -2.981736513569854 -0.1722524666586558
0.005 0.655 -0.4887837486724739 -2.913717385724317 -0.15747557658910077
0.005 0.66 -0.48096112250289996 -2.834199146900357 -0.14306189123569174
0.005 0.665 -0.47201886644516866 -2.7434956192474815 -0.12906829482759205
0.005 0.67 -0.4619922714974082 -2.6419647681386307 -0.1155500136948753
0.005 0.675 -0.45092090804781176 -2.530007289444426 -0.10256039831543681
0.005 0.68 -0.4388484697084002 -2.4080650281697005 -0.09015071276504052
0.005 0.685 -0.4258226008763018 -2.276619234693172 -0.07836993240143747
0.005 0.6900000000000001 -0.4118947087030902 -2.13618866549213 -0.06726455058101052
0.005 0.6950000000000001 -0.3971197602142502 -1.9873275358476887 -0.05687839517074411
0.005 0.7000000000000001 -0.3815560653794458 -1.8306233326103296 -0.047252455579660985
0.005 0.705 -0.3652650469897203 -1.6666944956578063 -0.038424720992358524
0.005 0.71 -0.3483109982498058 -1.496187977195535 -0.030430030443055867
0.005 0.715 -0.33076082904222925 -1.3197766885319233 -0.023299935321848625
0.005 0.72 -0.31268380186458106 -1.1381568444049295 -0.017062574855789853
0.005 0.725 -0.2941512584820907 -0.9520452153406691 -0.011742565056220788
0.005 0.73 -0.2752363383742797 -0.7621762988876825 -0.007360901570622691
0.005 0.735 -0.25601369008686314 -0.5692994208908022 -0.003934876822391964
0.005 0.74 -0.23655917662805154 -0.37417577824445725 -0.0014780117655469327
0.005 0.745 -0.2169495760719265 -0.17757543479639704 -2.5237013867585034e-09
0.005 0.75 -0.19726227855046938 0.019725717742404038 0.0004933178761042378
0.005 0.755 -0.17757498083007733 0.21694902188774853 2.5236949474649606e-09
0.005 0.76 -0.157965379677931 0.41331612738748863 -0.0014780016906739968
0.005 0.765 -0.13851086522836453 0.6080520630142386 -0.003934861759803371
0.005 0.77 -0.11928821555936954 0.800388295022677 -0.007360881579763612
0.005 0.775 -0.10037329368460901 0.9895657602010206 -0.011742540215985975
0.005 0.78 -0.0818407481567714 1.1748378615466308 -0.017062545264212386
0.005 0.785 -0.06376371846384493 1.3554734147432157 -0.02329990109571292
0.005 0.79 -0.04621354638098571 1.5307595338111504 -0.03042999171743685
0.005 0.795 -0.029259494417131632 1.7000044445426776 -0.038424677920088524
0.005 0.8 -0.012968472467532494 1.8625402146185643 -0.0472524083307268
0.005 0.805 0.002595226249028998 2.017725389631724 -0.0568783439316152
0.005 0.81 0.01737017892619172 2.1649475246146386 -0.06726449555390485
0.005 0.8150000000000001 0.03129807557776107 2.303625601079737 -0.07836987380352159
0.005 0.8200000000000001 0.04432394916057861 2.433212320033864 -0.09015065082757368
0.005 0.8250000000000001 0.05639639250432177 2.55319626191729 -0.10256033328285785
0.005 0.8300000000000001 0.06746776119211223 2.6631039049429965 -0.11554994582383771
0.005 0.835 0.07749436159125689 2.7625014938707846 -0.12906822438595217
0.005 0.84 0.08643662329204826 2.8509967518409747 -0.1430618185014505
